"country","region","year","water_source_type","water_treatment_method","contaminant_ppm","ph_level","bacteria_count","access_clean_water_pct","diarrheal_cases_per_100k","infant_mortality_rate","gdp_per_capita_usd","healthcare_access_index","sanitation_coverage_pct"
"USA","West",2012,"Well","Chlorination",3.95,6.21,4381,59.18,498,47.35,21987,72.39,81.24
"China","Central",2018,"Well","Chlorination",7.68,6.01,1028,76.98,164,72.96,80368,21.26,46.95
"Bangladesh","North",2020,"Well","Boiling",4.25,6.07,2176,58.51,90,31.52,25317,91.05,96.45
"Indonesia","West",2023,"Tap","Boiling",4.57,7.41,670,68.37,321,47.35,68926,89.97,69.95
"Pakistan","West",2005,"River","Filtration",5.18,7.91,4594,71.29,191,23.5,35893,29.36,58.66
"Mexico","West",2003,"Pond","Chlorination",8.32,6.92,1855,48.71,291,77.73,6013,8.34,47.01
"Brazil","East",2023,"Tap","Chlorination",6.59,7.36,3429,53.78,75,7.93,61342,61.14,39.13
"Bangladesh","South",2002,"River","Filtration",3.49,7.29,2078,31.26,305,71.13,9144,44.84,72
"Nigeria","North",2002,"Pond","Boiling",6.7,6.24,2006,89.65,98,39.14,97262,14.37,67.36
"Indonesia","Central",2003,"Spring","Chlorination",6.42,6.8,1688,82.92,94,6.08,34897,53.15,48.63
"USA","Central",2024,"Pond","Filtration",9.31,6.05,4431,42.85,180,85.64,24020,99.27,93.42
"USA","South",2004,"Pond","Boiling",8.41,6.28,569,55.34,440,49.8,48012,6.9,80.94
"Bangladesh","West",2007,"Pond","None",6.47,8.03,4694,59.47,402,60.73,54369,26.39,40.81
"Ethiopia","North",2015,"Lake","Filtration",3.42,8.07,1146,53.41,153,73.74,33826,53.86,95.47
"India","Central",2021,"Spring","Filtration",7.8,8,3774,85.88,373,66.2,41338,79.34,80.44
"Nigeria","Central",2002,"Tap","Chlorination",5.75,7.82,864,80.78,355,73.62,62811,1.88,91.77
"USA","West",2023,"Tap","None",9.85,7.98,4900,83.7,323,76.7,44175,73.28,30.9
"Mexico","South",2011,"River","Boiling",2.48,7.68,4409,93.29,111,59.74,64579,13.99,22.64
"USA","North",2024,"Tap","None",0.8,7.67,27,71.66,170,37.83,67104,83.07,59.43
"Brazil","South",2007,"Well","Chlorination",0.7,7.67,1029,73.02,252,25.83,44214,69.22,55.85
"Pakistan","South",2012,"Pond","Chlorination",6.4,7.29,1996,80.54,382,90.48,42720,45.65,89.58
"USA","North",2003,"Tap","Boiling",9.39,6.91,1341,77.69,350,97.05,11462,82.16,33.77
"Brazil","North",2013,"River","Boiling",0.02,7.83,1248,90.89,121,37.05,65606,73.3,21.89
"Bangladesh","Central",2013,"River","Boiling",7.26,6.75,2136,83.91,441,13.01,81508,75.92,62.34
"Bangladesh","Central",2012,"Well","Chlorination",6.57,7.36,2087,38.43,204,23.81,87022,29.01,34.21
"Indonesia","North",2005,"River","Boiling",7.32,7.08,680,94.99,244,67.73,73846,61.94,23.96
"USA","East",2016,"Lake","Boiling",3.55,6.69,374,77.82,126,18.95,74032,14.11,21.78
"Mexico","Central",2003,"Pond","Boiling",8.2,8.44,3369,38.9,490,78.45,17333,82.09,31.39
"USA","East",2007,"Pond","Filtration",0.45,6.65,3045,84.04,358,92.46,69675,52.67,50.07
"Mexico","North",2016,"Pond","Boiling",7.55,6.77,2337,55.09,314,96.44,2413,82.49,90.72
"China","Central",2002,"Spring","Chlorination",2.67,6.4,805,86.42,45,2.91,44257,21.12,80.85
"Indonesia","South",2016,"Tap","Filtration",4.77,8.06,3039,96.88,451,95.9,57576,13.03,62.41
"China","North",2008,"Lake","Chlorination",8.23,7.47,278,47.87,295,74.54,71364,68.9,54.43
"USA","West",2001,"Tap","None",2.71,7.53,1405,90.02,235,10.24,38677,5.84,56.46
"Indonesia","East",2024,"Lake","Filtration",1.85,8.05,787,84.15,140,42.69,52197,24.4,90.77
"China","North",2012,"Tap","Boiling",6.81,6.86,1332,76.98,120,70.6,93866,90.87,77.97
"India","North",2019,"Well","Filtration",5.33,6.48,4372,56.94,360,95.76,62339,13.28,33.76
"USA","Central",2001,"River","Chlorination",5.14,6.5,3147,37.69,8,18.09,71363,37.56,95.18
"China","Central",2019,"River","Filtration",2.57,7.83,2345,63.87,65,14.52,30618,94.56,81.83
"India","Central",2010,"Well","None",0.35,7.54,3449,37.4,482,48.29,36729,2,22.73
"India","West",2021,"Lake","Boiling",4.1,6.52,432,65.01,308,96.87,8033,44.53,60.18
"Bangladesh","Central",2014,"Spring","Boiling",1.07,6.36,1009,87.42,459,97.2,64571,78.65,72.22
"USA","North",2010,"Lake","None",9.06,6.3,3849,99.83,80,24.34,67495,90.9,24.88
"India","Central",2022,"River","Chlorination",0.41,7.57,316,43.86,259,33.3,65323,73.56,48.24
"Bangladesh","South",2002,"Spring","Filtration",4.32,6,4216,44.55,381,90.99,88902,88.84,71.86
"China","Central",2002,"Tap","Chlorination",0.52,6.05,1365,86.76,397,74.01,44678,3.44,85.29
"Brazil","West",2011,"Spring","Chlorination",0.96,6.97,4399,62.83,468,97.29,30911,9.99,98.17
"USA","South",2023,"Lake","Chlorination",6.59,7.73,935,94.11,104,89.53,17340,73.77,29.73
"Indonesia","North",2004,"Well","Boiling",6.47,7.74,3518,83.83,391,23.08,8668,75.33,70.59
"Mexico","North",2019,"Tap","Filtration",0.33,7.08,3787,81.55,96,76.45,59728,60.53,91.42
"Mexico","East",2006,"Lake","Boiling",0.01,7.73,2768,37.14,189,6.76,38798,73.03,77.35
"China","South",2006,"Tap","Boiling",0.79,7.3,495,32.51,428,82.15,66680,85.81,70.59
"Ethiopia","East",2012,"Spring","Boiling",7.63,8.44,3592,52.17,347,60.95,76557,54.55,37.15
"Ethiopia","South",2008,"River","Filtration",5.85,6.41,2232,45.21,194,95.7,13201,94.73,85.22
"China","South",2024,"Lake","None",0.38,7.5,4018,79.86,445,96.08,73300,69.42,65
"India","West",2020,"Well","Boiling",4.88,7.23,2935,61.55,333,6.98,27286,47.2,28.91
"USA","East",2012,"Spring","Boiling",7.12,6.49,4808,66.62,82,17.73,21822,42.15,94.85
"Mexico","West",2011,"Lake","Boiling",8.69,7.87,4445,86.96,250,49.45,47016,75.02,99.07
"Mexico","South",2012,"Well","Filtration",9.34,6.69,2367,63.5,69,88.19,57015,63.05,63.01
"India","North",2023,"Lake","Filtration",3.27,6.95,2584,68.14,291,81.82,71783,81.74,82.12
"Mexico","South",2009,"Spring","Chlorination",1.36,6.94,905,88.96,339,96.51,86676,78.1,66.67
"Indonesia","West",2000,"Lake","Boiling",2.37,6.61,3227,60.19,384,62.57,86770,52.42,53.78
"USA","East",2024,"Tap","Boiling",7.76,7.08,1827,35.82,187,27.14,91705,94.57,52.73
"Pakistan","East",2007,"Spring","Filtration",9.71,7.18,3722,66.52,457,4.46,68797,70.43,97.15
"Mexico","West",2021,"Lake","Filtration",4.66,7.86,2580,70.56,140,23.85,59886,20.08,49.5
"China","East",2015,"River","Boiling",3.05,7.91,4597,65.83,139,68.18,57879,61.85,59.24
"Indonesia","Central",2012,"Lake","None",4.29,6.4,1515,48.06,74,92.77,65316,20.18,39.88
"Mexico","North",2002,"Tap","Chlorination",3.05,7.48,4622,45.66,99,33.45,89293,55.88,40.26
"Indonesia","North",2002,"Well","Chlorination",2.56,8.24,4806,55.88,144,87.82,14801,78.99,48.5
"Bangladesh","North",2023,"Well","Boiling",5.94,6.27,3003,41.64,174,40.7,74536,81.25,93.98
"Pakistan","East",2004,"Well","Chlorination",0.16,7.18,111,76.62,308,32.21,72053,65.08,51.72
"Nigeria","East",2010,"River","Chlorination",2.6,7.88,1672,73.03,220,51.87,88378,78.33,64.18
"China","South",2006,"Tap","Boiling",6.61,7.53,2302,74.27,322,45.34,72883,47.22,63.66
"China","South",2020,"Spring","Chlorination",0.32,6.25,1650,45.74,476,91.55,75016,55.07,66.65
"USA","North",2023,"Well","Filtration",0.83,6.99,4395,47.26,9,47.89,17174,87.96,85.6
"Indonesia","Central",2009,"Tap","Boiling",2.93,7.27,2474,85.12,45,29.18,99233,49.31,92.1
"India","South",2009,"Lake","Filtration",8.78,8.49,3995,78.31,338,84.57,1097,35.09,36.7
"China","South",2019,"River","Boiling",7.65,6.45,1890,91.26,116,99.88,37795,79.7,88.84
"Indonesia","East",2001,"Tap","Filtration",0.22,8.46,306,58.25,3,65.52,34825,5.05,63.82
"Indonesia","Central",2002,"Tap","Chlorination",5.02,6.94,120,68.31,312,26.55,89209,95.84,93.96
"Brazil","North",2007,"Spring","None",2.75,6.5,3101,81.71,237,25.4,54252,34.01,93.29
"Brazil","South",2010,"Tap","Filtration",6.49,7.04,1277,98.19,293,7.66,90475,62.96,51.15
"Nigeria","Central",2012,"Spring","Filtration",7.22,7.53,1427,99.27,395,9.57,33940,68.55,72.15
"Bangladesh","Central",2006,"River","None",8.63,6.53,3102,99.94,30,91.67,18462,13.71,89.71
"Nigeria","North",2012,"River","None",4.75,6.73,1185,92.34,129,11.46,83852,82.29,50.78
"Mexico","Central",2001,"Lake","Filtration",9.94,8.14,1455,74.78,240,49.47,8732,57.21,23.51
"India","Central",2005,"Spring","Filtration",9.8,8.5,1179,30.49,384,70.42,4979,32.79,48.78
"Mexico","Central",2008,"Spring","Filtration",8.82,6.8,1346,78.97,80,85.33,85353,85.07,49.23
"Ethiopia","South",2019,"Well","Boiling",5.75,6.37,628,46.7,24,18.78,83734,62.51,84.54
"Mexico","North",2024,"Well","Filtration",3.98,7.98,1214,34,260,44.9,51467,78.58,44.77
"USA","Central",2001,"Lake","Filtration",3.64,7.5,1961,78.8,47,26.65,37546,99.23,91.52
"Mexico","Central",2017,"River","None",0.12,6.25,2995,82.92,397,27.07,89327,13.03,63.89
"Nigeria","South",2015,"Pond","None",2.49,8.37,4612,76.16,51,31.78,50715,74.96,66.89
"China","North",2024,"Well","Boiling",7.19,6.2,4940,55.56,329,59.54,47178,75.77,84.56
"China","East",2011,"Tap","Boiling",6.04,7.56,1547,65.77,148,3.62,11988,87.47,30.77
"Brazil","South",2006,"River","Chlorination",9.16,7.06,4915,95.45,408,42.06,5904,40.81,21.44
"India","North",2006,"Pond","Filtration",0.5,7.39,2858,81.07,98,20.31,12925,86.97,24.53
"India","Central",2016,"Tap","Filtration",1.55,6.53,761,65.33,66,96.78,71629,63.99,22.45
"USA","North",2012,"Spring","None",7.89,7.72,2366,71.54,209,59.11,46043,6.88,75.99
"Nigeria","North",2010,"River","Chlorination",3.59,8.4,4206,94.94,247,87.07,62515,3.15,39.6
"Brazil","North",2005,"Lake","Filtration",1.18,7.15,1841,57.56,118,21.18,68712,48.15,88.59
"Ethiopia","East",2022,"Spring","Chlorination",9.96,7.31,4902,37.13,433,81.38,90512,78.58,90.63
"India","North",2013,"Spring","Boiling",7.87,6.6,1496,52.81,227,42.65,59477,38.42,48.49
"China","East",2005,"Tap","Filtration",4.09,8.23,3919,59.06,102,19.41,5765,85.18,35.59
"Mexico","Central",2005,"Spring","Filtration",8.23,8.43,3088,49.11,288,76.6,95605,49.21,59.9
"Mexico","East",2001,"Well","Boiling",6.81,7.97,1243,67.03,239,76.68,48012,2.63,85.26
"Brazil","Central",2021,"River","Filtration",7.9,7.36,4582,51.34,400,99.6,83528,97.37,74.79
"Nigeria","Central",2019,"Well","Boiling",8.15,8.39,4906,37.22,231,78.53,57426,48.96,22.06
"Nigeria","East",2024,"Tap","Boiling",0.85,6.38,2043,43.16,453,16.24,37129,65.01,20.57
"Bangladesh","South",2014,"Pond","Chlorination",6.23,7.2,3376,94.27,289,33.61,87548,19.93,29.1
"Pakistan","West",2016,"Tap","None",0.07,7.34,516,74.07,153,46.27,70990,29.73,46.94
"India","North",2007,"River","None",0.43,7.23,834,52,169,14.41,67148,48.43,62.95
"Nigeria","West",2004,"Spring","Boiling",9.04,8.01,623,55.68,158,79.23,67148,85.62,85.41
"China","North",2016,"Lake","Chlorination",5.28,7.68,1047,64.54,112,53.62,17233,10.2,31.42
"Brazil","North",2019,"Tap","Boiling",7.36,6.32,1564,77.12,50,94.56,37230,78.03,32.2
"Ethiopia","Central",2000,"River","Chlorination",8.39,6.87,3982,70.75,475,59.75,84343,57.94,89.09
"Bangladesh","North",2021,"Lake","Chlorination",9.5,6.85,496,95.29,35,53.24,90479,49.97,93.92
"Indonesia","North",2017,"Spring","None",8.69,7.41,2429,73.8,12,9,24212,87.66,64.1
"USA","East",2014,"Pond","None",4.83,6.73,2263,93.76,340,16.64,66078,11.81,82.79
"Ethiopia","West",2004,"Tap","Chlorination",3.36,6.29,542,30.38,217,85.25,71913,99.08,47.41
"Indonesia","East",2006,"Pond","None",1.54,7.63,915,92.34,242,99.09,27381,85.46,95.7
"Mexico","North",2017,"River","Chlorination",4,8.13,1801,80.5,222,42.69,72010,32.57,92.39
"USA","Central",2005,"Pond","Filtration",3.66,8.33,3082,42.05,207,81.39,16018,45.16,87.97
"India","East",2021,"Pond","Boiling",5.6,8.43,81,48.41,478,63.5,15991,2.5,21.04
"China","East",2020,"River","None",6.66,7.95,1179,68,268,95.99,49186,52.76,61.86
"USA","South",2004,"River","Boiling",9.78,6.35,165,38.75,221,25.34,32844,54.77,22.13
"Pakistan","North",2018,"Tap","None",7.28,8.13,2255,84.98,287,55.39,79392,92.66,74.2
"Indonesia","Central",2009,"Pond","Boiling",6.44,7,2071,85.38,388,42.06,46569,38.79,34.68
"India","East",2014,"Lake","Boiling",3.35,7.82,806,51.07,11,55.09,46773,57.06,71.16
"Pakistan","East",2009,"River","None",0.35,7.33,2738,34.89,486,28.35,96249,74.06,27.84
"Mexico","Central",2015,"Spring","None",2.88,8.07,331,99.22,186,50.78,50938,60.85,80.53
"Pakistan","North",2011,"Pond","None",7.68,7.06,3590,47.55,168,63.23,60326,15.62,78.12
"Bangladesh","South",2017,"River","None",2.05,6.15,1534,34.73,292,9.96,78853,17.18,20.37
"Bangladesh","East",2022,"Lake","Chlorination",7.12,7.39,180,53.1,323,74.81,55658,13.83,83.36
"Brazil","South",2000,"Tap","None",5.8,6.43,1316,97.83,105,71.24,12060,21.77,33.1
"Ethiopia","West",2015,"Pond","None",1.72,8.41,1106,85.5,175,88.28,81896,32.83,28.74
"Ethiopia","North",2021,"River","None",2.62,7.32,1589,63.62,426,43.73,59960,73.97,60.02
"India","West",2005,"River","Filtration",4.96,7.38,2486,51.37,348,8.04,50700,6.09,67.21
"Mexico","West",2002,"Spring","Boiling",4.18,8.27,2590,59.63,40,47.22,52267,82.04,28.25
"Nigeria","West",2001,"Spring","None",7.79,7.56,2240,31.22,311,15.49,17396,26.25,44.38
"Bangladesh","North",2001,"Pond","None",7.34,6.76,487,80.29,324,65.45,22997,61.34,52.62
"India","North",2012,"River","Boiling",5.75,6.74,611,36.98,248,6.62,82602,55.28,95.49
"Nigeria","Central",2008,"Pond","Boiling",8.22,7.25,3420,66.33,266,38.65,82294,15.4,40.11
"Ethiopia","South",2015,"River","Chlorination",5.63,8.17,3194,69.61,221,10.12,35369,28.73,40.84
"Brazil","South",2004,"Spring","Boiling",9.64,7.99,1397,30.12,392,2.33,82579,29.59,72.75
"Pakistan","Central",2022,"Lake","Boiling",2.17,8.41,1456,98.59,112,96.13,96715,62.38,78.17
"Bangladesh","Central",2020,"Well","Filtration",7.14,6.18,2193,51.15,283,99.62,44917,78.85,20.87
"India","West",2006,"Well","Chlorination",3.7,6.67,3074,35.41,277,56.44,6068,99.63,30.72
"USA","Central",2012,"River","Filtration",2.79,6.2,1337,89.81,202,25.42,43771,9.59,48.62
"Nigeria","East",2019,"Spring","Boiling",1.8,7.88,4422,40.64,340,91.29,19552,93.87,70.56
"Pakistan","South",2023,"Tap","None",5.53,6.35,2200,31.75,261,92.46,44513,56.15,30.73
"Bangladesh","Central",2012,"Tap","Chlorination",2.15,6.25,4497,64.63,281,85.74,19999,35.68,48.56
"Ethiopia","East",2006,"Well","Boiling",2,7.4,2867,39.09,143,55.35,90812,28.46,26.42
"Mexico","East",2009,"Lake","Boiling",9.91,7.03,4583,98.77,242,9.32,1807,20.9,65.69
"Nigeria","East",2014,"Well","None",8.02,7.79,3882,30.73,269,10.67,76422,55.71,54.11
"Ethiopia","East",2020,"River","None",7.48,7.22,2114,33.58,34,89.87,22443,94.6,83.05
"Bangladesh","West",2005,"Lake","None",7.94,7.06,2136,88.33,297,87.83,77703,18.22,65.91
"Nigeria","East",2004,"Tap","Chlorination",9.69,7.06,78,46.78,52,44.57,87226,43.62,72.73
"Pakistan","West",2022,"Spring","Filtration",5.73,8.18,377,93.81,355,34.16,75997,20.38,73.69
"Bangladesh","West",2001,"Spring","Chlorination",2.2,6.99,164,51.78,149,65.12,85675,17.56,67.17
"Indonesia","East",2020,"River","None",8.62,6.83,4844,34.88,436,81.08,35862,86.67,21.29
"India","South",2014,"Well","Chlorination",7.43,6.85,1720,30.74,449,73.71,18116,26.2,86.56
"Pakistan","East",2015,"River","None",4.14,6.49,2984,49.78,12,62.33,5467,24.8,93.34
"Nigeria","East",2018,"Spring","Filtration",4.74,8.15,154,63.16,266,24.69,42034,90.98,62.74
"Mexico","East",2008,"Tap","Chlorination",4.11,6.37,1146,30.07,395,27.73,16965,38.6,28.97
"Ethiopia","South",2021,"Spring","Filtration",9.3,8.27,1063,70.68,96,72.96,58106,0.87,72.38
"USA","North",2018,"Lake","Filtration",3.44,6.71,2216,53.36,85,80.66,78218,72.12,49.1
"Ethiopia","North",2006,"Pond","None",9.63,8.25,2839,57.31,308,13.38,20429,51.7,25.86
"Nigeria","West",2003,"Spring","Chlorination",9.1,7.98,1463,48.3,264,20.36,23330,77.41,88.34
"Ethiopia","West",2002,"Spring","Chlorination",6.31,7.45,3470,67.03,491,68.69,86721,57.03,76.94
"India","South",2023,"Pond","Filtration",5.8,7.67,1516,46.11,70,40.12,51107,35.13,84.39
"Bangladesh","Central",2019,"Lake","None",3.7,6.81,3050,39.44,16,57.2,16978,6.66,83.69
"USA","North",2010,"Well","Filtration",0.18,7.44,4423,92.35,188,62.25,65586,86.59,48.61
"China","West",2000,"Spring","Filtration",1.28,6.73,1526,57.34,9,78.07,96107,20.71,58.58
"Nigeria","North",2005,"River","Filtration",7.54,7.01,3610,35.39,165,80.96,98940,97.13,38.69
"Brazil","South",2010,"Spring","Filtration",4.72,7.91,2392,46.12,378,29.45,51689,24.58,80.39
"China","South",2000,"River","Chlorination",1.5,6.61,788,51.7,38,55.05,16488,82.7,61.92
"Ethiopia","Central",2020,"Lake","Boiling",2.64,8.1,2548,83.88,498,14.11,97458,78.87,72
"Nigeria","Central",2006,"Spring","Chlorination",9.48,6.94,4657,31.56,365,84.52,10941,46.27,48.53
"Indonesia","South",2005,"Lake","None",3.67,7.33,4608,63.48,344,84.85,95650,40.17,74.33
"Brazil","West",2013,"Lake","Boiling",9.08,8.35,515,58.54,218,31.35,16109,70.33,73.7
"USA","North",2001,"Well","Filtration",3.05,7.7,3062,97.79,93,17.74,4170,52.86,81.61
"Mexico","East",2003,"Spring","Chlorination",5.43,7.61,4762,42.61,157,8.87,75573,63.2,32.43
"Indonesia","Central",2010,"River","Boiling",0.2,7.78,1567,73.95,362,58.35,21528,47.02,69.89
"China","East",2014,"River","Filtration",5.22,8.3,1448,44.15,33,10.96,52336,55.72,90.36
"Bangladesh","West",2017,"Spring","Chlorination",6.37,6.62,966,68.39,288,68.7,75227,18.92,27.53
"India","Central",2000,"Pond","Boiling",2.34,7.53,363,68.85,415,68.46,93849,5.54,96.86
"Mexico","East",2002,"Well","Chlorination",5.79,7,107,35.27,489,62.17,9716,35.59,36.62
"Indonesia","West",2002,"Well","Boiling",6.47,6.03,3094,61.95,11,87.9,14755,46.59,94.92
"Bangladesh","North",2006,"Well","None",6.87,6.31,622,62.28,232,39.07,22341,90.6,89.44
"Bangladesh","West",2000,"River","Chlorination",7.76,6.81,4416,52.34,86,90.42,13078,41.39,81.62
"Nigeria","Central",2024,"Lake","Chlorination",3.11,7.41,509,49.4,92,5.62,21050,43.39,36.75
"Indonesia","South",2010,"Pond","Boiling",5.68,8.2,1064,45.7,106,13.05,70239,67.48,37.32
"USA","North",2005,"Well","None",9.82,7.98,3865,30.42,192,42.4,49117,20.68,40.74
"Ethiopia","East",2019,"River","Chlorination",8.98,7.38,303,30.13,467,60.21,63144,87.16,84.84
"Brazil","Central",2002,"River","None",9.53,6.18,968,71.29,9,5.17,35101,42.76,35.02
"Brazil","South",2018,"Lake","None",3.86,6.71,1438,50.4,124,57.61,5884,93.08,66.47
"China","West",2001,"Spring","Chlorination",7.87,6.92,3521,41.75,274,32.13,86054,27.13,82.2
"China","South",2017,"Spring","Filtration",6.2,7.55,3871,77.93,278,88.94,92110,46.56,56.85
"Brazil","Central",2011,"Well","Boiling",0.83,6.16,3500,67.02,127,54.26,72155,77.82,87.26
"USA","Central",2009,"Well","Chlorination",8.24,7.33,2199,94.05,340,59.61,63183,55.59,64.97
"India","South",2004,"Pond","None",6.77,8.25,4354,88.17,184,94.67,82988,66.12,67.61
"Pakistan","West",2008,"Lake","Boiling",1.99,7.76,3901,80.87,362,76.89,29335,28.07,74.14
"Ethiopia","South",2001,"Well","Chlorination",0.8,7.99,2270,38.86,354,44.95,21909,32.85,87.68
"India","Central",2001,"Lake","Boiling",8.37,7.7,229,76.63,58,48.73,18176,50.76,20.37
"Nigeria","Central",2005,"River","Boiling",0.79,6.52,2486,78.57,495,65.5,30378,20.25,51.4
"Pakistan","East",2009,"Well","None",0.91,6.28,149,83.43,479,21.62,63905,12.63,97.04
"Pakistan","East",2017,"River","Filtration",4.27,8.07,909,48.42,181,10.69,4775,84.38,27.89
"Indonesia","North",2011,"Tap","Filtration",1.35,7.74,3528,74.82,73,32.5,98769,77.49,38.68
"USA","Central",2003,"Lake","Boiling",9.14,7.44,977,73.28,1,78.28,8463,93.21,65.67
"USA","East",2021,"Tap","None",4.7,6.47,634,56.97,242,27.22,68681,58.66,88.63
"Pakistan","South",2020,"Well","None",5.69,7.51,4717,76.45,227,14.81,73873,42.03,27.78
"Indonesia","West",2016,"River","Chlorination",9.28,6.08,2190,36.07,47,23.46,81440,10.3,20.32
"Ethiopia","South",2014,"Well","Boiling",5.3,6.3,4149,75.05,5,68.54,61465,85.05,74.96
"Pakistan","West",2005,"Tap","Chlorination",3.54,6.78,4939,72.42,42,62.17,91143,45.63,67.78
"Mexico","East",2015,"Well","None",7.97,7.11,3474,44.74,144,69.45,50260,56.11,41.68
"China","North",2016,"Pond","Boiling",4.43,6.3,3780,87.27,126,33.55,97186,31.35,96.61
"China","South",2002,"Spring","Filtration",3.18,6.3,1865,91.21,334,90.28,73561,52.39,64.73
"India","South",2009,"Tap","Filtration",7.23,7.81,298,44.73,245,46.27,42542,78.18,73.07
"Nigeria","South",2004,"Well","Chlorination",8.02,7.42,2739,35.32,419,52.34,58818,71.23,50.3
"China","West",2013,"River","Boiling",7.92,7.33,3725,72.25,407,94.98,26050,98.89,93.73
"Bangladesh","East",2020,"Well","None",9.78,7.13,3391,63.59,120,97.97,37587,49.56,42.09
"India","South",2012,"River","Chlorination",7.87,8.44,4540,59.93,231,66.83,7453,52.97,79.9
"China","South",2005,"Spring","Filtration",7.7,6.12,97,83.27,375,94.59,94766,5.27,29.33
"Nigeria","North",2011,"Well","None",8.57,6.45,3197,97.88,188,55.07,21804,38.94,63.02
"USA","North",2007,"Spring","Boiling",0,7.62,2105,63.44,284,32.11,95113,92.21,66.22
"USA","East",2004,"Tap","Filtration",3.62,6.34,4272,30.43,241,32.88,39239,35.05,35.07
"Ethiopia","East",2014,"River","None",7.38,7.47,4814,71.74,77,56.78,94155,76.61,45.9
"Pakistan","Central",2015,"Pond","Filtration",6,7.42,3522,75.78,57,61.29,25487,97.76,34.3
"Mexico","North",2000,"Tap","Boiling",1.78,8.43,4418,87.96,449,45.08,6538,12.68,87.6
"USA","Central",2015,"River","Chlorination",3.04,8.21,845,43.96,495,88.61,3275,33.4,72.58
"Indonesia","West",2004,"Spring","None",3.37,8.36,4185,66.7,469,43.82,7977,47.44,55.71
"China","Central",2002,"Lake","None",5.68,6.28,4226,61.3,494,28.8,72410,23.74,64.48
